Epoch,Train Loss,Validation mAP50,Validation mAP50-95,Learning Rate
76,0.4044502529692143,tensor(75.9558),tensor(31.0648),1.0000000000000004e-08
77,0.40747662332463774,tensor(75.8838),tensor(30.9920),1.0000000000000004e-08
78,0.4043820151623259,tensor(75.8895),tensor(30.9924),1.0000000000000004e-08
79,0.4076509415469271,tensor(75.9888),tensor(31.2730),1.0000000000000004e-08
80,0.40603767779279265,tensor(76.1476),tensor(30.9258),1.0000000000000004e-08
81,0.40743680425146794,tensor(75.8665),tensor(31.1956),1.0000000000000004e-08
82,0.4055948872515496,tensor(76.0636),tensor(30.8915),1.0000000000000004e-08
83,0.40775594844463026,tensor(76.1678),tensor(31.1621),1.0000000000000004e-08
84,0.40816196260300086,tensor(75.9870),tensor(31.1027),1.0000000000000004e-08
85,0.40468472432582936,tensor(75.9592),tensor(31.0523),1.0000000000000004e-08
86,0.40578997610731327,tensor(76.0603),tensor(31.1458),1.0000000000000004e-08
87,0.40653083647819277,tensor(75.7792),tensor(30.9739),1.0000000000000004e-08
88,0.4084688998917316,tensor(75.6293),tensor(31.0172),1.0000000000000004e-08
89,0.40500340880231656,tensor(76.1231),tensor(31.0882),1.0000000000000004e-08
90,0.4089903489072272,tensor(75.8773),tensor(30.9320),1.0000000000000004e-08
91,0.4041040156115877,tensor(75.9895),tensor(30.9546),1.0000000000000005e-09
92,0.4056949450614605,tensor(76.1354),tensor(31.0611),1.0000000000000005e-09
93,0.4058002144732374,tensor(75.8612),tensor(30.9837),1.0000000000000005e-09
94,0.40643575692430456,tensor(76.1333),tensor(31.1102),1.0000000000000005e-09
95,0.40661252052225966,tensor(75.9364),tensor(30.8069),1.0000000000000005e-09
96,0.4057363338292913,tensor(76.0174),tensor(30.9951),1.0000000000000005e-09
97,0.40768498467638137,tensor(75.9910),tensor(31.2268),1.0000000000000005e-09
98,0.40570283475074365,tensor(75.9743),tensor(30.7829),1.0000000000000005e-09
99,0.4059073588949569,tensor(76.0167),tensor(31.0321),1.0000000000000005e-09
100,0.4062671766002127,tensor(76.0867),tensor(31.1310),1.0000000000000005e-09
